url	product_title	price
https://www.argos.co.uk/product/4332176?clickCSR=slp:cannedSearch	Amazon Fire HD 8 8 Inch 32GB Wi-Fi Tablet - Emerald 	£49.99
https://www.argos.co.uk/product/4332183?clickCSR=slp:cannedSearch	Amazon Fire HD 8 8 Inch 32GB Wi-Fi Tablet - Black 	£49.99
https://www.argos.co.uk/product/4332169?clickCSR=slp:cannedSearch	Amazon Fire HD 8 8 Inch 32GB Wi-Fi Tablet - Hibiscus 	£49.99
